residence	job	birthdate	current_location	imei	ssn	company	registration	name	username	user_id	mail
	Structural engineer	1954-09-14	(Decimal('-79.9389595'), Decimal('-65.724876'))	359043379931766148	445-86-6989	Williams and Sons	2021-05-07	Vanessa Norris	vrobinson	43	pricericky@yahoo.com
			(Decimal('-21.432390'), Decimal('-128.253105'))	8630330696303481354	857-62-0899	Joseph Ltd	06/19/2019, 00:00:00	Kristy Atkins	kristenadams	1281	olsonricky@gmail.com
"98739 Martin Divide
North Patricia, WI 58448"			(Decimal('56.0005065'), Decimal('-42.060274'))	8630330696303481685	304-84-5282	Mcbride, Anderson and Collins	2021-05-29	Meagan Cortez	brian19	882	juan36@yahoo.com
	Education officer, museum		(Decimal('4.2386245'), Decimal('-10.461164'))	8630330696303481545	638-89-5943	Faulkner-Holt	2024/06/08	Andrew Lewis	fhenry	2274	davisjohn@gmail.com
		1964-07-28	(Decimal('-75.413961'), Decimal('44.688087'))	8630330696303481529	060-47-1310	Griffin Ltd	01 Dec 2021	Jennifer Haas	kristi21	916	allenwatkins@gmail.com
			(Decimal('15.149500'), Decimal('-70.163229'))	3590433799317661578	641-65-9123	Gillespie Group	08 Apr 2022	Melissa Dunn	gillsandra	1650	dburton@gmail.com
		1941-02-14	(Decimal('-35.0663515'), Decimal('84.646691'))	8630330696303481917	488-38-1144	Hill-Smith	2021/06/12	Amanda Waller	ryannguyen	1540	raymond17@gmail.com
		2004-07-06		3590433799317661271	146-19-9532	Davis, Gonzalez and Huang	03/12/2018, 00:00:00	James Harris	marygonzalez	720	rgrant@yahoo.com
		2020-01-04	(Decimal('6.773709'), Decimal('33.054037'))	3590433799317662394	691-29-9916	Ortega-Johnson	02/27/2020, 00:00:00	Shelly Roberts	xbarron	687	patrick84@yahoo.com
	Programmer, multimedia		(Decimal('68.2328465'), Decimal('10.812914'))	3590433799317661792	777-02-4357	Mcdaniel PLC	2023-06-20	Bobby Rivera	samuelpowell	2313	vadams@hotmail.com
"348 Melissa Lakes Apt. 314
East Karen, CT 78709"		1986-05-31	(Decimal('-11.8576215'), Decimal('64.526364'))	8630330696303481339	601-14-8984	Thompson, Smith and Rodriguez	2019/11/25	Jesse Wilson	amberbaker	1334	brandon43@yahoo.com
"USNS Martinez
FPO AA 18427"		1980-02-13	(Decimal('15.9627605'), Decimal('102.099931'))	359043379931766403	863-67-5243	Ferguson PLC	05/10/2023, 00:00:00	Luis Golden	dunnangela	1251	marcusmurphy@gmail.com
		1955-02-18	(Decimal('-23.0034395'), Decimal('-80.984057'))	359043379931766437	107-99-6320	Martin-Rocha	13 Oct 2020	Kyle Nichols	amandatorres	2276	newtonmichaela@hotmail.com
"042 Frye Circles Apt. 621
Lake Katherine, WV 84038"	Surveyor, commercial/residential	2002-04-07	(Decimal('25.365546'), Decimal('118.923677'))	8630330696303481461	685-74-2770	Arnold-Obrien	2020/03/19	Mitchell Pruitt	meyersbarbara	1129	martinezdaniel@yahoo.com
		1957-06-01	(Decimal('76.875551'), Decimal('-112.245251'))	3590433799317661800	444-06-4398	Davis-Maxwell	08/01/2022, 00:00:00	Bradley Russell	emily65	1179	zachary88@hotmail.com
			(Decimal('-19.0723965'), Decimal('55.966712'))	8630330696303481065	786-17-0126	Shannon and Sons	2022/01/09	Zachary Mahoney	dtucker	2334	adamryan@yahoo.com
		2001-10-13	(Decimal('-88.643709'), Decimal('32.305088'))	8630330696303482121	035-73-1103	Huff-Sanchez	2023/04/05	Jason Pham	ashley37	34	gdelacruz@yahoo.com
"363 Katherine Lock Suite 438
Bradleychester, VA 23448"	Further education lecturer	1998-07-11	(Decimal('77.3137085'), Decimal('-114.122477'))	3590433799317661636	697-65-8093	Edwards Group	2019/04/03	Derrick Bowman	mackenzie17	948	lindsay05@hotmail.com
			(Decimal('67.158176'), Decimal('-67.653022'))	3590433799317661255	624-73-5029	Perez Ltd	2019/12/22	Mary Davis	michael63	714	welchdarlene@yahoo.com
			(Decimal('59.650809'), Decimal('-177.404745'))	8630330696303481792	517-98-2887	Jones-Young	2024/02/23	Brian Greene	amy17	558	sarah70@gmail.com
	Futures trader	1931-08-09	(Decimal('-66.1264745'), Decimal('149.950263'))	3590433799317661909	378-91-0965	Hamilton-Farmer	2021/12/25	Mark Taylor	markgraham	102	fishergina@hotmail.com
		1926-06-20	(Decimal('37.958396'), Decimal('12.596503'))	863033069630348131	654-95-0285	Nichols PLC	2021/07/05	Melissa Evans	hartmichael	1655	whitekeith@yahoo.com
	IT technical support officer	1928-05-26	(Decimal('-1.8239895'), Decimal('98.566712'))	863033069630348404	300-03-9787	Mitchell Inc	2020-04-08	Kevin Macias	amanda40	1224	mejiaapril@hotmail.com
		2002-03-16	(Decimal('37.551028'), Decimal('-4.820177'))	359043379931766650	475-58-7570	Mills, King and Bass	29 Jan 2023	Natalie Martin	karina17	897	richwilliam@yahoo.com
	Osteopath		(Decimal('-51.409232'), Decimal('122.291450'))	3590433799317661305	131-15-2609	Flores PLC	2022-07-26	Lindsay Villanueva	ruizsara	400	maria85@gmail.com
	Legal secretary	1963-03-24	(Decimal('-64.921564'), Decimal('-96.168107'))	3590433799317661230	788-70-4187	Gallagher, Collins and Gomez	06 Sep 2020	Valerie Henderson	wsolis	2174	katherinejennings@gmail.com
"4144 Heidi Locks Apt. 643
North Robertfort, CT 18883"	Legal secretary		(Decimal('-57.6697075'), Decimal('-118.394979'))	3590433799317662295	441-90-1149	Rodriguez, Nelson and Rodgers	12 Apr 2020	Anna Santos	brewerpeter	1835	elizabeth58@gmail.com
			(Decimal('-48.3137635'), Decimal('160.321954'))	8630330696303482329	898-85-7341	Green, Henderson and Wilson	05/07/2020, 00:00:00	Antonio Ellis	kmelton	2343	mfrost@gmail.com
		1954-07-06	(Decimal('72.309471'), Decimal('-82.963250'))	8630330696303481479	697-43-0787	Ryan, Gibson and Levy	2023-04-29	Nicholas Ross	colemanpamela	1225	jason83@hotmail.com
"974 Erik Point
East Matthew, NY 47000"		1982-04-21	(Decimal('49.3505215'), Decimal('140.028784'))	863033069630348644	089-55-7351	Young, Charles and Hill	2021-06-10	Tony Gonzalez	jsimmons	892	russokevin@gmail.com
		1968-06-05		863033069630348230	877-51-6791	Garcia, Stephens and Peterson	2021-05-21	David Baker	smithlori	1092	qdillon@gmail.com
"377 Knapp Mission
North Brandonstad, PA 22502"			(Decimal('-62.778948'), Decimal('57.937771'))	863033069630348685	296-44-6627	Thornton and Sons	02/04/2018, 00:00:00	Eric Morris	ruizmelissa	1124	brownlinda@hotmail.com
		2019-11-14	(Decimal('-83.0681525'), Decimal('-73.961942'))	8630330696303482238	281-88-7625	Mosley, Jenkins and Green	20 Sep 2024	Michael Smith	johnsondanny	1921	tracy36@yahoo.com
	Surveyor, insurance	2017-05-03	(Decimal('65.692790'), Decimal('-61.974720'))	3590433799317661461	738-84-6901	Franklin Ltd	20 Dec 2021	Ashley Wang	melissacampbell	1112	medinaalexis@gmail.com
"PSC 8445, Box 7916
APO AP 77506"		1949-04-05	(Decimal('37.9348455'), Decimal('113.401046'))	359043379931766122	341-39-9383	Perez Group	2023-05-31	Corey Boyd	curryjames	1017	stacy05@hotmail.com
			(Decimal('7.6054975'), Decimal('-43.420682'))	3590433799317661370	415-56-6124	Davidson PLC	24 Jul 2021	Lisa Burgess	donsilva	240	cguerrero@hotmail.com
"Unit 0371 Box 2944
DPO AA 15502"	Sales promotion account executive	1970-12-06		8630330696303482493	189-96-4216	Wilson, Spears and Torres	04/20/2022, 00:00:00	Vicki Terry	susan12	1469	kpatterson@yahoo.com
"6997 Adams Fort Suite 459
New Jeremy, ID 58282"			(Decimal('-51.950488'), Decimal('56.414993'))	359043379931766130	684-50-9809	Sanchez-Wells	2021/04/23	Courtney Perez	blewis	713	dylan26@hotmail.com
"70728 Albert Fall
North Andrea, NH 93089"			(Decimal('-75.7871005'), Decimal('-9.010690'))	8630330696303481180	793-87-5973	Hayes-Briggs	2024/08/28	Lisa Johnson	kennethrodriguez	2132	wpowell@yahoo.com
	Financial planner		(Decimal('-3.2729675'), Decimal('152.448712'))	359043379931766494	470-05-1605	Moore PLC	04/12/2022, 00:00:00	Mary Ramsey	llowe	2361	michaelschneider@gmail.com
	Chartered loss adjuster		(Decimal('45.0456305'), Decimal('-52.780185'))	3590433799317662311	116-22-0172	Avila Group	2020-05-08	Amber Hall	jenkinstammy	2339	david71@gmail.com
	Engineer, petroleum		(Decimal('82.231463'), Decimal('68.431340'))	8630330696303482477	600-99-2851	Alvarez-Morrow	2020-04-25	Lisa Larsen	sheppardwilliam	2473	djordan@gmail.com
		2008-11-26	(Decimal('70.2532885'), Decimal('-77.760714'))	3590433799317661784	539-98-6686	Scott, Hoffman and Nash	2024/02/01	Alexis Smith	chadharris	148	dennisamanda@yahoo.com
	Editor, film/video		(Decimal('2.2780775'), Decimal('170.180338'))	863033069630348230	123-68-0055	Campbell PLC	2019-08-22	Colin Smith	david41	1895	wrightdavid@yahoo.com
"9737 Foster Well
Lake Andrew, MP 19046"			(Decimal('76.7462605'), Decimal('-73.959758'))	863033069630348461	561-75-2650	Ryan-Burch	02/11/2019, 00:00:00	Julia Stanley	sstanley	2127	iyoung@hotmail.com
			(Decimal('-14.526403'), Decimal('136.450246'))	863033069630348404	443-80-5950	Johnson, Gonzalez and Roberts	2018/04/01	Martin Walker	ymolina	450	elizabethtownsend@yahoo.com
		1998-12-23	(Decimal('-7.610009'), Decimal('-72.600080'))	8630330696303482469	023-53-1642	Haney-Smith	12/07/2018, 00:00:00	Mr. Michael Stevenson	uclark	982	roger78@hotmail.com
		1957-06-18	(Decimal('-45.0950835'), Decimal('-80.222511'))	359043379931766684	285-82-2381	Fuller-Oconnell	2019-09-08	Christopher Martin	danieloliver	1043	jacksonjerry@yahoo.com
			(Decimal('30.054682'), Decimal('-170.016239'))	8630330696303481453	157-92-9784	Robinson, Williams and Hernandez	2022-06-07	Linda Lucero	hhall	1032	campbellgeorge@gmail.com
		1985-06-09	(Decimal('-85.638507'), Decimal('-20.124905'))	3590433799317662345	060-36-7380	Mcconnell PLC	2017-10-22	Hayden Love	smyers	2039	veronicagarner@hotmail.com
		1966-01-07	(Decimal('-4.6651565'), Decimal('-91.804201'))	863033069630348578	568-40-3610	Walker, Brown and Oliver	11/23/2021, 00:00:00	John Williams	sfrancis	2141	laura38@gmail.com
		1983-02-05	(Decimal('-9.8040755'), Decimal('87.150533'))	8630330696303481370	471-01-5140	Dyer, Patel and Solomon	2017-12-21	Elizabeth Davis	thomaspotts	2069	william59@gmail.com
"85682 Lisa Knoll
Hobbsport, NJ 70599"	Dance movement psychotherapist	1962-05-25	(Decimal('67.175632'), Decimal('-102.117047'))	863033069630348545	578-49-9138	Wang Inc	02/28/2021, 00:00:00	Bradley Ryan	barry94	1385	mcleanjoshua@yahoo.com
			(Decimal('36.8754095'), Decimal('2.967930'))	359043379931766957	747-48-9820	Martinez, Thompson and Perez	10/11/2018, 00:00:00	Kimberly Payne	paul94	803	terri73@gmail.com
		2023-03-05	(Decimal('-25.147400'), Decimal('-14.802119'))	3590433799317662212	659-64-1881	Hawkins, May and Crawford	2023-08-16	Patty Howard	hardingkeith	1744	goldenchad@gmail.com
"USNV Pierce
FPO AE 80630"			(Decimal('27.865236'), Decimal('-17.830400'))	359043379931766437	475-54-7356	Taylor Group	06 Jul 2024	Timothy Garcia	ruth09	826	amy63@gmail.com
	Licensed conveyancer	2020-06-13	(Decimal('-14.9625385'), Decimal('-55.173539'))	359043379931766874	448-72-1081	Wilson-Allen	2019-02-17	Jamie Lee	woodstamara	1812	smithkeith@hotmail.com
		1992-02-26	(Decimal('-0.155114'), Decimal('47.442844'))	8630330696303481123	016-17-7987	Morrison-Morris	2023/06/14	Juan Hayes	aaron21	554	bgallagher@yahoo.com
"60260 Santana Tunnel
Port Teresaville, AK 23979"		1958-11-19	(Decimal('-28.639969'), Decimal('65.822549'))	359043379931766205	205-72-2743	Novak Inc	28 Feb 2019	Robert Lopez	michelle98	388	nancy15@hotmail.com
		1915-09-18	(Decimal('-87.9745535'), Decimal('-57.657123'))	8630330696303481966	071-11-3455	Gordon-Dickson	2018-10-14	Hayley Mcknight	lauramathis	2111	april19@hotmail.com
			(Decimal('-13.3989305'), Decimal('-129.120829'))	863033069630348073	470-67-9690	Stewart, Henry and Gillespie	07/28/2020, 00:00:00	Roy Austin	fchen	1945	combschristopher@yahoo.com
"130 Anthony Run Suite 772
Darleneville, TN 87649"			(Decimal('21.968465'), Decimal('145.946418'))	3590433799317662295	359-65-6633	Thomas-Fisher	11 Nov 2023	Brittany Clayton	orogers	1459	timothycampbell@hotmail.com
	Dancer		(Decimal('18.9333245'), Decimal('78.783186'))	8630330696303481248	861-33-2586	Blackwell Group	2019/06/02	Stephen Vargas	alexisturner	680	evansjames@gmail.com
"03933 Savage Stravenue
Port David, CT 91490"	Lexicographer	2001-12-23	(Decimal('27.727839'), Decimal('-65.358622'))	8630330696303482436	611-03-1451	Lloyd, Miller and Delgado	2019/06/05	Holly Harrington	vcisneros	2498	amandastanley@hotmail.com
			(Decimal('-9.0617825'), Decimal('-170.836751'))	359043379931766296	299-24-8855	Byrd, Fisher and Davies	04/14/2018, 00:00:00	Christina Williams	gina14	1110	daniel42@yahoo.com
		1955-08-09	(Decimal('29.6730535'), Decimal('-127.409877'))	8630330696303482253	104-55-9921	Peters-Nichols	2020-12-14	Valerie Davis	ryan19	2162	barrytim@gmail.com
		1919-01-13		359043379931766445	066-84-6208	Carter, Mueller and Santiago	01/12/2019, 00:00:00	Lisa Heath	xbeard	1146	ncoleman@yahoo.com
	Conference centre manager	2008-11-20	(Decimal('89.408617'), Decimal('-117.781004'))	3590433799317661958	736-92-8479	Taylor-Hunter	2021/07/04	Terry Garcia	millerdebra	1017	jasmine40@yahoo.com
		1960-07-05	(Decimal('68.2015385'), Decimal('-27.951376'))	8630330696303481644	289-43-7747	Dougherty, Kim and Wilson	22 May 2024	Jenna Alexander	williamslaura	1446	grantshawn@yahoo.com
"304 Darren Dale Apt. 949
New Madison, CT 84382"			(Decimal('-42.158785'), Decimal('93.638427'))	3590433799317661230	679-84-7128	Jimenez Inc	03/31/2021, 00:00:00	Kayla Montgomery	kristi95	1491	matthewburke@hotmail.com
			(Decimal('-0.0304015'), Decimal('85.420832'))	8630330696303481271	005-23-6599	Johnson Inc	26 Sep 2022	Jeffrey Lewis	frederick39	712	virginiagordon@gmail.com
		2003-04-03	(Decimal('-21.2544015'), Decimal('103.104888'))	863033069630348941	527-28-2675	Franklin Inc	21 Apr 2020	Jason Schwartz	wmays	2180	simslindsay@gmail.com
	Agricultural consultant		(Decimal('59.3902585'), Decimal('-174.762447'))	8630330696303481701	081-29-5274	Vance-Perez	2024-06-10	Julia Hoffman	lhurst	1871	turnermelissa@hotmail.com
"7512 Walsh Port Suite 838
Jacobfurt, OR 52173"		1916-11-29	(Decimal('34.4690445'), Decimal('91.970004'))	3590433799317662436	778-93-2487	Guzman Ltd	18 Jul 2022	John Porter	mary87	2266	samantha02@hotmail.com
	Travel agency manager	1971-11-15	(Decimal('-4.0549605'), Decimal('129.162738'))	359043379931766361	010-79-3005	Montes-Lee	24 Jan 2019	Crystal Walls	morganjeremy	2173	wilkinsonjasmin@hotmail.com
"279 Thomas Fields Apt. 474
Edwinmouth, NV 63781"		1965-05-27	(Decimal('-75.919614'), Decimal('-12.883544'))	3590433799317661925	816-26-3812	Holmes-Travis	2024-05-26	Jorge Murphy	troberts	1060	james30@hotmail.com
	Surveyor, commercial/residential	2023-10-22	(Decimal('22.689303'), Decimal('119.945683'))	8630330696303481891	240-88-9042	Moon, Cox and Green	2024/03/27	Sherry Dunn	gary15	1236	kenneth88@yahoo.com
			(Decimal('-60.7570355'), Decimal('160.384411'))	863033069630348974	745-52-4548	Jones-Greene	2022/10/03	Christopher Bell	austin84	2134	brianna55@hotmail.com
		2007-09-08	(Decimal('-64.1414185'), Decimal('96.547995'))	3590433799317661321	212-52-3712	Myers-Koch	2018/08/27	Raymond Martin	jenniferhaney	1885	veronicajefferson@gmail.com
		1945-04-12	(Decimal('-20.910990'), Decimal('112.174064'))	359043379931766122	340-37-6012	Young PLC	15 Jun 2022	Robert Cunningham	shannonchandler	1916	lynn08@gmail.com
"9933 Adrian Green
Williamstown, FM 12143"	Special effects artist		(Decimal('66.5448095'), Decimal('-79.631911'))	863033069630348107	724-75-8852	Gardner LLC	02 Jun 2021	Rebecca Harrison	tlopez	2205	wmoran@hotmail.com
	Chartered accountant		(Decimal('-85.262221'), Decimal('139.402390'))	3590433799317661115	510-26-2361	Thornton-Robertson	30 Sep 2023	Michelle Wagner	kaitlynli	1118	claudiahall@hotmail.com
		2020-02-15	(Decimal('73.230332'), Decimal('79.316673'))	863033069630348701	161-07-1781	Green-Thompson	2021-12-07	Mary Jackson	greeneangel	2337	meyerkaitlin@gmail.com
"743 Adam Row Suite 736
West Christophermouth, RI 79003"			(Decimal('-81.5934475'), Decimal('85.637251'))	3590433799317662188	544-01-1291	Burke LLC	2019/12/22	Brandi Hayes	karenpaul	2023	hallmonica@hotmail.com
		1992-12-15	(Decimal('-54.301996'), Decimal('80.373337'))	8630330696303481925	149-06-3772	Pham PLC	2019-07-18	Charles Bryant	charles28	87	wandrade@yahoo.com
"819 Collin Fork
Port Taraville, OH 22017"	Programmer, multimedia	2004-04-22	(Decimal('75.4057235'), Decimal('-9.066411'))	3590433799317661990	526-49-1238	Graham Group	20 Mar 2024	Laurie Gallegos	jonestammy	1103	tferguson@hotmail.com
		1985-11-20	(Decimal('-75.9702125'), Decimal('-42.917165'))	359043379931766395	051-64-2065	Ford Ltd	2021-01-09	William Stevens	lscott	650	tkoch@gmail.com
			(Decimal('-80.951896'), Decimal('-155.755480'))	3590433799317662121	279-17-1061	Gonzalez and Sons	2024/06/07	Janice Nguyen	wlee	2233	ekim@hotmail.com
		1964-07-21	(Decimal('-60.001094'), Decimal('-27.706275'))	3590433799317661131	832-48-0685	Wells, Cline and Hoffman	2023/10/16	Kristen Martin	hollandalyssa	2258	douglas40@gmail.com
		1979-08-10	(Decimal('-53.690121'), Decimal('62.998019'))	3590433799317662162	841-53-9094	Serrano LLC	27 Oct 2017	Jesse Hart	hamiltonmatthew	287	brian10@gmail.com
"29422 Johnson Ville
Josephshire, ME 76639"	Designer, graphic		(Decimal('-13.621388'), Decimal('169.209177'))	8630330696303481297	386-89-5128	Contreras, Cordova and Walker	2017-09-24	Nicholas Lawson	zprince	1793	taylorhopkins@yahoo.com
		1979-05-30	(Decimal('-58.8650565'), Decimal('-161.029619'))	359043379931766692	415-05-3252	Torres, Garza and Tran	11/15/2023, 00:00:00	Rebecca Thomas	mezarobert	624	benjaminjensen@hotmail.com
	Scientific laboratory technician	1998-04-03	(Decimal('-64.329750'), Decimal('81.420626'))	359043379931766213	048-48-6917	Frey-Cervantes	2023/03/13	Michael Martin	elizabethsmith	1965	woodkimberly@gmail.com
			(Decimal('-1.544685'), Decimal('-138.586448'))	3590433799317662436	238-83-3062	Anderson, Anderson and Austin	07 Nov 2018	Micheal Maldonado	hernandezpatrick	2327	aguilarkaren@yahoo.com
"100 Mueller Route
Monicahaven, MS 98778"		1959-06-03	(Decimal('-19.7962295'), Decimal('167.407031'))	3590433799317662345	896-11-8663	Schmidt-Williams	2019/07/03	Linda Smith	caldwellrebecca	359	murraymichael@yahoo.com
	Environmental education officer	1973-08-22	(Decimal('-68.3976535'), Decimal('17.981955'))	3590433799317661909	869-79-0899	Price, Schmidt and Walsh	2024/05/04	Nathan Espinoza	lmcdaniel	433	stanley48@yahoo.com
		2020-05-25	(Decimal('2.658411'), Decimal('7.810647'))	863033069630348131	898-55-9100	Steele, Murphy and Taylor	2022-11-04	Thomas Gordon	luis92	700	paul02@gmail.com
		1966-07-10	(Decimal('-58.2620245'), Decimal('98.730692'))	863033069630348669	027-79-0619	Johnson Ltd	11/09/2022, 00:00:00	Linda Wilkerson	andreahall	1384	hansonmark@yahoo.com
	Translator		(Decimal('33.779999'), Decimal('-41.138520'))	359043379931766718	888-17-9811	Nelson-Ross	2024-03-22	Daniel Reynolds	timothyramos	873	nwise@hotmail.com
"179 Williams Ramp
Rachelborough, VI 97579"		1945-06-25	(Decimal('-49.5865075'), Decimal('-44.173379'))	3590433799317661867	777-28-0083	Bryant-Phillips	2019-12-23	Tracey Scott	smithleah	362	kramerjonathan@gmail.com
			(Decimal('36.263309'), Decimal('-124.749336'))	863033069630348370	649-81-8093	Lee, Ford and Garcia	2020/05/25	Kevin Miller	aholland	2355	daviscolin@gmail.com
"8026 David Field
North Kayla, IL 84140"		1921-05-30	(Decimal('11.783765'), Decimal('-132.578944'))	8630330696303481842	318-43-9615	Becker Inc	12/16/2021, 00:00:00	Anna Allen	wrightashley	435	timothybenson@gmail.com
		2009-02-23	(Decimal('-56.439880'), Decimal('-79.800365'))	8630330696303482055	499-23-4438	Jimenez Inc	2023/12/19	Nicole Poole	reynoldserica	265	davisdevon@yahoo.com
"07231 Michael Tunnel
Molinaview, NV 50092"	Visual merchandiser	1929-08-23	(Decimal('-87.7925895'), Decimal('160.404756'))	3590433799317661842	164-07-4968	Vazquez-Proctor	12/08/2022, 00:00:00	Amber Moore	alvareztyler	186	hstone@hotmail.com
"3323 Perez Lake Suite 651
South Brian, IN 48404"		1949-11-14	(Decimal('26.0564025'), Decimal('-64.065189'))	863033069630348453	643-17-1227	Martinez and Sons	08 Nov 2023	Andrea Howard	lloydpamela	1536	allison51@hotmail.com
"983 Parker Plains
Alexanderside, GA 92061"		1955-06-06		3590433799317661925	404-34-3388	Avila PLC	2021/10/31	Vanessa Dunlap DDS	bergchristopher	2501	sreed@yahoo.com
"46962 Hunt Locks Suite 491
Wattsberg, UT 60824"		1978-02-22	(Decimal('-22.251757'), Decimal('-151.983673'))	8630330696303482246	832-85-2079	Shannon PLC	02/07/2019, 00:00:00	Melanie Williams	qmiller	1829	ksandoval@yahoo.com
